Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
492670.276,Bacillus velezensis strain CGMCC 11640,,492670,Complete,CGMCC 11640,,,,MLST.Bacillus_subtilis.133,,CGMCC:11640,,2018-03-05T00:00:00Z,,PRJNA432489,SAMN08450108,GCA_002968415.1,,"CP026610,CP026611",,ZHEJIANG A&F UNIVERSITY,,Illumina; PacBio,91.0x,A5-miseq v. v20150522; CANU v. v1.4,1,1,2,4385679,45.647118,4575,4287,,bamboo forest soil,,Sep-13,China,China:Tianmu Mountain,,,,,,,,,,,,,,,,,,,,,,,,,"Bacillus amyloliquefaciens subsp. plantarum CGMCC 11640 against Botryosphaeriadothidea, the pathogen of canker disease of Carya cathayensis",sample_type:cell culture,99.3,98.4,100,,,Good,2018-05-26T03:41:46.678Z,2018-05-26T03:41:46.678Z
492670.280,Bacillus velezensis strain BS-37,,492670,Complete,BS-37,,,,,,,,2018-05-01T00:00:00Z,,PRJNA403940,SAMN07622372,GCA_003076535.1,,CP023414,,Nanjing Tech University,,PacBio,100.0x,SMRT Tools v. 5.0.0.6784,1,,1,4013888,46.522823,4096,3892,,oil from Sheng Li Oil Field,,12/21/2012,China,China: shandong,,,,,,,,,,,,,,,,,,,,,,,,,A bacteria isolated from Shengli Oil Field producing a large amount of surfatin,sample_type:single cell,99.2,98.4,100,,,Good,2018-05-30T16:50:22.473Z,2018-05-30T16:50:22.473Z
492670.281,Bacillus velezensis strain LM23DO2,,492670,Complete,LM23DO2,,,,,,,,2018-04-30T00:00:00Z,,PRJNA451464,SAMN08971201,GCA_003073455.1,,CP029034,,HeNan University of Technology,,PacBio,329.0x,CANU v. 1.5,1,,1,3947271,46.49957,4034,3819,,peanut root,,2017-08,China,China: Zhumadian,,,,,env_biome:peanut field,peanut,,,,,,,,,,,,,,,,,,,biocontrol strain for Aspergillus flavus,,99.3,98.3,100,0.4,,Good,2018-05-30T17:16:22.800Z,2018-05-30T17:16:22.800Z
492670.282,Bacillus velezensis strain QST713,,492670,Complete,QST713,,,,MLST.Bacillus_subtilis.42,,,,2018-04-27T00:00:00Z,,PRJNA419138,SAMN08043192,GCA_003073255.1,,CP025079,,INRA,,Illumina HiSeq,100.0x,SPAdes v. 3.9,1,,1,4233757,45.904217,4421,4154,,Commercial product Serenade (Bayer),,1-Oct-15,France,France,,,,,,,,,,,,,,,,,,,,,,,,,"Bacillus velezensis QST713 is a biological control agent used as biofungicide (Serenade, Bayer) in agricultural fields. Is a part of soil bacteria known to stimulate plant defenses, promote plant growth and suppress pathogens. The genome sequence will bring new elements to understanding biocontrol mechanisms during interactions in crops.",sample_type:single cell,99.2,98.4,100,,,Good,2018-05-30T17:19:34.769Z,2018-05-30T17:19:34.769Z
492670.283,Bacillus velezensis strain GYL4,,492670,Complete,GYL4,,,,,,,,2018-04-25T00:00:00Z,,PRJNA383090,SAMN06759344,GCA_003071465.1,,CP020874,,Korea University,,PacBio,259x,GS De Novo Assembler v. Nov-2011,1,,1,3975084,46.49947,3983,3770,,Pepper plant,,3/2/2015,Korea,Korea: Gwangyang Province,,,,,,,,,,,,,,,,,,,,,,,,,Complete genome sequencing of Bacillus velezensis strain GYL4,sample_type:Single cell,99.3,98.7,100,,,Good,2018-05-30T17:36:26.818Z,2018-05-30T17:36:26.818Z
492670.285,Bacillus velezensis strain 131-4,,492670,Complete,131-4,,,,,,,,2018-04-10T00:00:00Z,,PRJNA448279,SAMN08826802,GCA_003047045.1,,CP028441,,Chonnam National University,,PacBio,271.0x,RS HGAP Assembly v. 3.0,1,,1,3893029,46.71378,3939,,,soil,,6/1/2015,South Korea,Korea: Daejeon,,,,,,,,,,,,,,,,,,,,,,,,,Gene analysis of antibiotic metabolites from four Bacillus strains,sample_type:Whole organism,99.2,98.2,100,0.6,,Good,2018-05-30T21:05:01.976Z,2018-05-30T21:05:01.976Z
492670.286,Bacillus velezensis strain 8-2,,492670,Complete,2-Aug,,,,,,,,2018-04-10T00:00:00Z,,PRJNA448279,SAMN08826800,GCA_003047025.1,,CP028439,,Chonnam National University,,PacBio,232.0x,RS HGAP Assembly v. 3.0,1,,1,3893071,46.714302,3919,,,soil,,6/1/2015,South Korea,Korea: Daejeon,,,,,,,,,,,,,,,,,,,,,,,,,Gene analysis of antibiotic metabolites from four Bacillus strains,sample_type:Whole organism,99.2,98.4,100,0.4,,Good,2018-05-30T21:04:58.256Z,2018-05-30T21:04:58.256Z
492670.287,Bacillus velezensis strain J7-1,,492670,Complete,J7-1,,,,,,,,2018-04-10T00:00:00Z,,PRJNA448279,SAMN08826801,GCA_003047005.1,,CP028440,,Chonnam National University,,PacBio,272.0x,RS HGAP Assembly v. 3.0,1,,1,3893072,46.713905,3933,,,soil,,6/1/2015,South Korea,Korea: Daejeon,,,,,,,,,,,,,,,,,,,,,,,,,Gene analysis of antibiotic metabolites from four Bacillus strains,sample_type:Whole organism,99.2,98.2,100,,,Good,2018-05-30T21:06:00.747Z,2018-05-30T21:06:00.747Z
492670.288,Bacillus velezensis strain DR-08,,492670,Complete,DR-08,,,,MLST.Bacillus_subtilis.96,,,,2018-04-09T00:00:00Z,,PRJNA448279,SAMN08826799,GCA_003045165.1,,CP028437,,Chonnam National University,,PacBio,194.0x,RS HGAP Assembly v. 3.0,1,,1,3929794,46.499054,4018,3805,,soil,,6/1/2015,South Korea,South Korea: Daejeon,,,,,,,,,,,,,,,,,,,,,,,,,Gene analysis of antibiotic metabolites from four Bacillus strains,sample_type:Whole organism,99.3,98.4,100,0.2,,Good,2018-05-30T21:22:26.222Z,2018-05-30T21:22:26.222Z
492670.289,Bacillus velezensis strain VCC-2003,,492670,Complete,VCC-2003,,,,,,,,2018-03-11T00:00:00Z,,PRJNA436663,SAMN08629898,GCA_002993245.1,,CP027429,,"Faculty of Veterinary Medicine, Adnan Menderes University",,Illumina HiSeq,60.0x,geneious v. 11.0.5.,1,,1,3921410,46.486504,4010,3792,,river mud,,19-Jul-10,Turkey,"Turkey: Canakkale, Troia antique city",,,,0m,env_biome:Agricultural site,,,,,,,,,,,,,,,,,,,,Cattle gut homeostatic bacterium,,99.3,98.4,99.8,0.2,,Good,2018-05-31T01:13:29.561Z,2018-05-31T01:13:29.561Z
492670.296,Bacillus velezensis strain Hx05,,492670,Complete,Hx05,,,,MLST.Bacillus_subtilis.94,,,,2018-05-24T00:00:00Z,,PRJNA381666,SAMN09212893,GCA_003150855.1,,CP029473,,Chinese academy of tropical agricultral sciences,,PacBio,500.0x,SPAdes v. 3.5.0,1,,1,3831661,46.54646,4083,3755,,banana rhizosphere soil,,10/12/2010,China,China: Hainan province,,,,,,,,,,,,,,,,,,,,,,,,,plant growth promotion and disease control,sample_type:whole organism,97.2,95,95.9,2.6,,Good,2018-07-15T16:05:47.070Z,2018-07-15T16:05:47.070Z
492670.297,Bacillus velezensis strain SGAir0473,,492670,Complete,,,,,,,,,2018-07-11T00:00:00Z,29976613,PRJNA388547,SAMN08222737,GCA_003184945.1,,CP027868,,Nanyang Technological University,,PacBio; Illumina MiSeq,43.88x (PacBio); 92.37x (Illumina Miseq)x,HGAP v. 3,1,,1,4184278,45.959827,4351,4080,,air,,21-Jun-15,Singapore,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,Investigating the diverse microbial communities of unknown composition and function harboured by air,sample_type:whole organism,99.4,98.4,100,,,Good,2018-07-15T21:05:55.813Z,2018-07-15T21:05:55.813Z
492670.298,Bacillus velezensis strain W1,,492670,Complete,W1,,,,,,,,2018-06-26T00:00:00Z,,PRJNA445958,SAMN08803959,GCA_003265265.1,,CP028375,,Yunnan Agricultural University,,Illumina MiSeq; PacBio,328.0x,"SPAdes, Canu, mummer and pilon v.",1,,1,4237431,45.847755,4392,,,,,10/6/2017,China,China: Yunnan,,,,,,,,,,,,,,,,,,,,,,,,,genome sequence of the Bacillus velezensis W1,sample_type:single cell,99.2,98.1,100,0.2,,Good,2018-07-16T10:11:08.888Z,2018-07-16T10:11:08.888Z
492670.3,Bacillus methylotrophicus JS25R,,492670,Complete,JS25R,,,,,,,,2014-10-28T00:00:00Z,-,PRJNA263650,SAMN03104819,GCA_000769555.1,,"CP009679.1,CP009680.1","NZ_CP009679.1,NZ_CP009680.1","Institute of Agro-products Processing Science and Technology, Chinese Academy of Agricultural Sciences",,Illumina,256,SOAPdenovo v. 2.04,1,1,2,4014440,46.39,4008,3798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To provide insights into the genomic basis of its effects and facilitating its application in pathogenic fungi control.,,97.8,97,100,,,Good,2015-03-12T13:56:33.376Z,2015-03-16T03:17:09.594Z
492670.301,Bacillus velezensis strain DSYZ,,492670,Complete,DSYZ,,,,MLST.Bacillus_subtilis.133,,,,2018-07-01T00:00:00Z,,PRJNA474548,SAMN09354865,GCA_003285085.1,,"CP030150,CP030151",,Shandong Agricultural University,,Illumina MiSeq; PacBio,425.0x,HGAP v. 4,1,1,2,4321463,45.70133,4510,4245,,rhizosphere soil,,2013,China,China,,,,,,,,,,,,,,,,,,,,,,,,,Complete Genome Sequence of Bacillus velezensis DSYZ ??Ó a Plant Growth Promoting Rhizobacterium for biocontrolling,sample_type:single,99.5,98.3,100,0.2,,Good,2018-07-16T11:18:19.494Z,2018-07-16T11:18:19.494Z
492670.316,Bacillus velezensis strain CBMB205,,492670,Complete,CBMB205,,,,MLST.Bacillus_subtilis.96,,KACC:13105,,2016-05-19T00:00:00Z,,PRJNA308996,SAMN04419262,GCA_003431885.1,,CP014838,,Chungbuk National University,,PacBio,259.52,CLC NGS Cell v. 2.3.0,1,,1,3929745,46.498947,3972,3985,,rhizosphere soil of field-grown rice,,13-Jan-05,South Korea,South Korea: Cheongwon,,,,,,,,,,,,,,,,,,,,C,,,,,Bacillus methylotrophicus CBMB205 is squenced for comparative genomic studies.,sample_type:cell culture,99.3,98.3,100,0.4,,Good,2018-10-02T01:54:16.413Z,2018-10-02T01:54:16.413Z
492670.317,Bacillus velezensis strain K26,,492670,Complete,K26,,,,MLST.Bacillus_subtilis.111,,,,2018-08-30T00:00:00Z,,PRJNA400664,SAMN07572603,GCA_003432425.1,,CP023075,,Korea Food Research Institute,,PacBio,216.0x,HGAP v. 3.0,1,,1,4047350,46.145035,4254,4002,,Korean fermented food,isolated from Korean fermented food,9/17/2013,South Korea,South Korea: Bundang,,,,,,,,,,,,,,,,,,,,,,,,,K26 strain was isolated from Korean fermented food.,sample_type:cell culture,99.3,98.4,100,0.2,,Good,2018-10-02T02:16:47.786Z,2018-10-02T02:16:47.786Z
492670.318,Bacillus velezensis strain OSY-GA1,,492670,Complete,OSY-GA1,,,,MLST.Bacillus_subtilis.167,,,,2018-09-02T00:00:00Z,,PRJNA486553,SAMN09856379,,,CP031880,,The Ohio State University,,Illumina HiSeq,47.0x,SPAdes v. 3.10.1,1,,1,4009999,46.179302,4210,3983,,soil,"isolated from soil to unravel the biosynthetic gene clusters for secondary metabolites that act as antimicrobial agents, for example bacteriocins and nonribosomal antimicrobial peptides",Dec-17,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,"The project aimed for genome mining-based characterization of Bacilli isolated from soil to unravel the biosynthetic gene clusters for secondary metabolites that act as antimicrobial agents, for example bacteriocins and nonribosomal antimicrobial peptides.",sample_type:Bacterium,99.1,97,99.8,1.8,,Good,2018-10-02T05:29:25.373Z,2018-10-02T05:29:25.373Z
492670.319,Bacillus velezensis strain BIM B-439D,,492670,Complete,BIM B-439D,,,,MLST.Bacillus_subtilis.93,,BIM<BLR>: 439D,,2018-09-12T00:00:00Z,,PRJNA489227,SAMN09951221,GCA_003546955.1,,CP032144,,"Institute of Microbiology, Belarus National Academy of Sciences",,Illumina MiSeq; Sanger,150.0x,SPAdes v. 3.11.1; A5-miseq v. 20160825,1,,1,3978954,46.526424,4067,3851,,soil,,2005,Belarus,Belarus: Vileyka District,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus velezensis BIM B-439D - a strain with broad antimicrobial activity,sample_type:cell culture;collected_by:M.N. Mandryk-Litvinkovich;identified_by:M. A. Titok,99.4,98.4,100,0.2,,Good,2018-10-03T07:58:14.082Z,2018-10-03T07:58:14.082Z
492670.320,Bacillus velezensis strain ZF2,,492670,Complete,ZF2,,,,MLST.Bacillus_subtilis.96,,,,2018-09-13T00:00:00Z,,PRJNA489737,SAMN09988106,GCA_003555525.1,,CP032154,,Chinese Academy of Agricultural Sciences,,PacBio Sequel,510.0x,SMRT Link v. 5.1.0,1,,1,3929773,46.49915,4021,3808,,cucumber plants,,Nov-17,China,China:Beijing,,,,,env_biome:greenhouse,"Cucumber, Cucumis sativus",,,,,,,,,,,,,,,,,,,Bacillus velezensis ZF2 is a biocontrol bacteria with excellent characteristics and has tremondous potential application in biocontrol.,,99.4,98.2,100,0.2,,Good,2018-10-03T10:06:20.697Z,2018-10-03T10:06:20.697Z
492670.321,Bacillus velezensis strain S141,,492670,Complete,S141,,,,MLST.Bacillus_subtilis.111,,,,2017-12-12T00:00:00Z,29192078,PRJDB6384,SAMD00094859,GCA_003573875.1,,AP018402,,"School of Biotechnology, Institute of Agricultural Technology, Suranaree University of Technology",,illumina Miseq,717x,CLC Genomics Workbench v. 10.0.1,1,,1,3974582,46.50652,4028,3816,,"soybean (Glycine max) rhizosphere that can enhance soybean growth, nodulation and N2-fixation efficiency of soybean","isolated from soybean (Glycine max) rhizosphere that can enhance soybean growth, nodulation and N2-fixation efficiency of soybean by co-inoculation with Bradyrhizobium diazoefficiens USDA110",2/6/2009,Thailand,Thailand,,,,30 cm,env_biome:terrestrial,,,,,,,,,,Positive,Bacilli,Yes,,Mesophilic,30,,Aerobic,Terrestrial,Non-disease,"Bacillus velezensis strain S141 is a plant growth-promoting rhizobacterium (PGPR) isolated from soybean (Glycine max) rhizosphere that can enhance soybean growth, nodulation and N2-fixation efficiency of soybean by co-inoculation with Bradyrhizobium diazoefficiens USDA110. The genome of S141 was identified to comprise a 3,974,582-bp long circular DNA encoding at least 3,817 proteins.",,99.4,98.4,100,0.6,,Good,2018-10-03T15:39:53.555Z,2018-10-03T15:39:53.555Z
492670.326,Bacillus velezensis strain JT3-1,,492670,Complete,JT3-1,,,,MLST.Bacillus_subtilis.96,,not applicable,,2018-10-04T00:00:00Z,,PRJNA491562,SAMN10080444,GCA_003612755.1,,CP032506,,Lanzhou Veterinary Research Institute,,PacBio Sequel,100.0x,FALCON v. 0.3,1,,1,3929799,46.499046,3972,,,feces,,10-Apr-17,China,China:Gansu,,,104.07 m,,temperature:23,Yak,,,,,,,,,,,,,,,,,,,"Bacillus velezensis JT3-1, which has some probiotic properties in performance and inhibiting pathogens","sample_type:cell culture;biomaterial_provider:Youquan Li, Xujiaping 1, Chengguanqu, Lanzhou, China;collected_by:Youquan Li;identified_by:Youquan Li;passage_history:no.JT3-1",99.3,98.4,,,,Good,2018-11-28T20:21:26.533Z,2018-11-28T20:21:26.533Z
492670.328,Bacillus velezensis strain Bac57,,492670,Complete,Bac57,,,,,,,,2018-10-21T00:00:00Z,,PRJNA412146,SAMN10146799,GCA_003667745.1,,"CP033054,CP033053",,King Abdullah University of Science and Technology,,PacBio,344X,Celera Assembler v. 2,1,1,2,4234898,45.866653,4379,,,Red Sea lagoons-Mangrove Mud,"isolated from the Red Sea, specifically three types of sediments: mangrove mud (MN), microbial mat (MM), and barren soil (BS) collected from Rabigh harbor lagoon (39??0?«?35",2012-04,Saudi Arabia,Saudi Arabia:Rabigh harbor lagoon,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"We sequenced genomes isolated from the Red Sea, specifically three types of sediments: mangrove mud (MN), microbial mat (MM), and barren soil (BS) collected from Rabigh harbor lagoon (39??0?«?35.762?«??«? E, 22??45?«?5.582?«??«? N) and Al-Kharrar lagoon (38??54?«?39.638?«??«? E, 22??54?«?50.251?«??«? N) in Saudi Arabia. MN mud was sampled from the coastal lagoon of the Red Sea alongside mangrove tree. MM was sampled approximately 7.5 m away from the coastal lagoon. BS refers to sediments with no contact with lagoon water at high tide.",sample_type:cell culture,99.3,98.2,,,,Good,2018-11-29T02:50:53.130Z,2018-11-29T02:50:53.130Z
492670.330,Bacillus velezensis strain NY12-2,,492670,Complete,NY12-2,,,,,,,,2018-11-12T00:00:00Z,,PRJNA503324,SAMN10358642,,,CP033576,,Rural Development Administration,,PacBio RSII; Illumina HiSeq,6.0x,RS HGAP assembly v. 3.0,1,,1,4074913,46.332966,4237,3969,,Fermented foods,,8-Sep-17,South Korea,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Study of typing in fermented microbes,sample_type:whole organism,99.3,98.4,,,,Good,2018-11-29T09:48:50.554Z,2018-11-29T09:48:50.554Z
492670.345,Bacillus velezensis strain 1B-23,,492670,Complete,1B-23,,,,,,,,2018-12-06T00:00:00Z,,PRJNA505829,SAMN10437817,GCA_003854915.1,,CP033967,,Agriculture and Agri-Food Canada,,PacBio,100.3x,Celera Assembler v. NOV-2018,1,,1,4141063,46.120766,4302,4066,,potato rhizosphere,"isolated from a potato rhizosphere in Delhi, Ontario",2012,Canada,Canada:Delhi,,,,,,,,,,,,,,,,,,,,,,,,,"To sequence and assemble the DNA genome of a strain of Bacillus methylotrophicus isolated from a potato rhizosphere in Delhi, Ontario. This bacteria has the potential to serve as a biocontrol due to its ability to kill plant pathogens and produce antimicrobial metabolites.",sample_type:monoisolate,99.6,98.5,,,,Good,2019-01-30T08:47:08.082Z,2019-01-30T08:47:08.082Z
492670.346,Bacillus velezensis strain BCSo1,,492670,Complete,BCSo1,,,,,,,,2018-12-02T00:00:00Z,,PRJNA505584,SAMN10426402,GCA_003855275.1,,CP034037,,Ankara University Faculty of Veterinary Medicine,,Illumina HiSeq,30.0x,Genious v. 11.05,1,,1,3713516,46.97917,3780,3603,,Gastrointestinal tract,isolated from the gastrointestinal tract of zebrafish,20-Mar-17,Turkey,Turkey,,,,,,"Zebrafish, Danio rerio",,,,,,,,,,,,,,,,,,,This is the whole genome sequence of a Bacillus methylotrophicus strain (BCS01) isolated from the gastrointestinal tract of zebrafish.,"sample_type:Tissue sample;biomaterial_provider:Gazi University Life Sciences , Research and Application Center;collected_by:Burcu Ekim",99.5,98.5,,,,Good,2019-01-30T08:46:26.181Z,2019-01-30T08:46:26.181Z
492670.347,Bacillus velezensis strain MH25,,492670,Complete,MH25,,,,,,,,2018-12-04T00:00:00Z,,PRJNA477593,SAMN09475269,GCA_003860445.1,,CP034176,,Shandong Agricultural University,,Illumina MiSeq; PacBio,405.0x,HGAP v. 4,1,,1,4118468,46.46893,4272,4032,,rhizosphere soil,,9/1/2013,China,China,,,,,,,,,,,,,,,,,,,,,,,,,Complete Genome Sequence of Bacillus velezensis MH25??Ó a Plant Growth Promoting Rhizobacterium for biocontrolling,sample_type:single cell,99.4,98.2,,,,Good,2019-01-30T10:10:14.325Z,2019-01-30T10:10:14.325Z
492670.392,Bacillus velezensis strain 83,,492670,Complete,83,,,,,,LMG:S-30921,,2019-01-22T00:00:00Z,,PRJNA497887,SAMN10268423,GCA_004101805.1,,CP034203,,Instituto de Biotecnologia UNAM,,Illumina MiSeq,400.0x,SPAdes v. 3.11.1,1,,1,3997902,46.39391,4043,3949,,Mango Ochard,,2000,Mexico,Mexico: Sinaloa,,,,,,plants,,,,,,,,,,,,,,,,,,,Bacillus velezensis 83. Biological Control Agent and Plant Growth Promoting Bacteria.,sample_type:single cell,99.3,98.4,,,,Good,2019-07-18T12:29:48.953Z,2019-07-18T12:29:48.953Z
492670.396,Bacillus velezensis strain SRCM103691,,492670,Complete,SRCM103691,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516533,SAMN10790859,GCA_004119575.1,,CP035393,,Chunlab,,PacBio RSII; Illumina MiSeq,155.08x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4139533,46.207096,4467,4075,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus velezensis SRCM103691,sample_type:cell culture,99.2,97.3,,,,Good,2019-07-18T12:32:47.468Z,2019-07-18T12:32:47.468Z
492670.397,Bacillus velezensis strain SRCM103788,,492670,Complete,SRCM103788,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516540,SAMN10790881,GCA_004119735.1,,CP035399,,Chunlab,,PacBio RSII; Illumina MiSeq,187.47x,HGAP v. 2.3.0; PILON v. 1.22,1,,1,4144097,46.18548,4382,4082,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus velezensis SRCM103788,sample_type:cell culture,99.3,98.1,,,,Good,2019-07-18T12:34:42.257Z,2019-07-18T12:34:42.257Z
492670.398,Bacillus velezensis strain SRCM103616,,492670,Complete,SRCM103616,,,,,,,,2019-01-30T00:00:00Z,,PRJNA516721,SAMN10796307,GCA_004119855.1,,CP035410,,Chunlab,,PacBio RSII; Illumina MiSeq,123.34x,HGAP v. 2.3.0; pilon v. 1.22,1,,1,4235113,46.126232,4515,4205,,food,,2018,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,Genome sequence of Bacillus velezensis SRCM103616,sample_type:cell culture,99.3,98,,,,Good,2019-07-18T12:36:05.949Z,2019-07-18T12:36:05.949Z
492670.401,Bacillus velezensis strain ANSB01E,,492670,Complete,ANSB01E,,,,,,,,2019-03-06T00:00:00Z,,PRJNA523053,SAMN10963365,GCA_004329055.1,,CP036518,,China Agricultural University,,PacBio RSII,616x,HGAP v. v4.0,1,,1,3929842,46.498486,4069,3807,,intestine,,30-Oct-12,China,China: Beijing,,,,,,"Chicken, Gallus gallus",,,,,,,,,,,,,,,,,,,search for novel zearalenone degrading enzymes,sample_type:cell culture,99.4,98.2,,,,Good,2019-07-18T12:40:17.655Z,2019-07-18T12:40:17.655Z
492670.403,Bacillus velezensis strain UTB96,,492670,Complete,UTB96,,,,,,,,2019-03-07T00:00:00Z,,PRJNA524822,SAMN11037194,GCA_004331895.1,,CP036527,,University of Hohenheim,,Illumina HiSeq,513.0x,Geneious v. ver. 11.1.5,1,,1,3715675,46.939133,3772,3591,,soil,,1-Oct-10,,Iran,,,,,,,,,,,,,,,,,,,,,,,,,"Strain UTB96 is a soil isolate originating from Iran. Strain UTB96 is able to produce different lipopeptides, such as surfactin. The antifungal activity of this strain has so far been studied. Genome sequencing of strain UTB96 revelaed that this strain is Bacillus velezensis.",sample_type:bacterial culture,99.5,98.4,,,,Good,2019-07-18T12:40:22.677Z,2019-07-18T12:40:22.677Z
492670.404,Bacillus velezensis strain LB002,,492670,Complete,LB002,,,,,,,,2019-03-11T00:00:00Z,,PRJNA523496,SAMN10979503,GCA_004337655.1,,"CP037417,CP037418,CP037419,CP037420",,Nanjing Normal University,,Illumina; PacBio,1.0x,SOAPdenovo v. 11-2018,1,3,4,4076863,46.515812,4244,3964,,fertilizer,,27-Sep-18,China,China:Nanjing,,,,,,,,,,,,,,,,,,,,,,,,,To find the relevent genes for weathering of Bacillus velezensis-LB002 and study the evolutionary relationships among Bacillus subtilis sp.,sample_type:cell culture,99.4,97.9,,,,Good,2019-07-18T12:38:35.592Z,2019-07-18T12:38:35.592Z
492670.407,Bacillus velezensis strain UFLA258,,492670,Complete,UFLA258,,,,,,,,2019-04-18T00:00:00Z,,PRJNA529593,SAMN11397814,GCA_004799565.1,,CP039297,,Federal University of Lavras,,Illumina NextSeq,849.0x,SPAdes v. 2018-09-17,1,,1,3947206,46.570663,4017,3813,,soil,,9/10/2010,Brazil,Brazil: Mato Grosso,,,,,,,,,,,,,,,,,,,,,,,,,Bacillus species have been widely used as biological control agents in agricultural fields because of their ability to suppress plant pathogens. Our results will provide a better understanding of the B. velezensis strain genome to verify the profile of secondary metabolites produced by the isolate and its application as biocontrol agents against plant pathogens in agricultural fields.,sample_type:single cell,99.5,98.5,,,,Good,2019-07-18T12:38:59.575Z,2019-07-18T12:38:59.575Z
492670.410,Bacillus velezensis strain P34,,492670,Complete,P34,,,,,,,,2019-05-23T00:00:00Z,,PRJNA488056,SAMN09917610,GCA_005696395.1,,CP040378,,Federal University of Rio Grande do Sul,,Illumina MiSeq,65.0x,Geneious De Novo Assembly v. R11,1,,1,3900464,46.50328,4017,3825,,gut,,2000,Brazil,Brazil: Amazon region near Manaus,,,,,,Leporinus sp.,,,,,,,,,,,,,,,,,,,"Bacteria with bioactive molecules production, antimicrobial activity.",sample_type:tissue sample,99.5,98.6,,,,Good,2019-07-18T12:45:18.728Z,2019-07-18T12:45:18.728Z
492670.42,Bacillus velezensis strain SB1216,,492670,Complete,SB1216,,,,,,,,2016-05-02T00:00:00Z,,PRJNA319572,SAMN04895861,GCA_001634675.1,,CP015417,,University of Tulsa,,"Illumina, Miseq",100X,CLC genomic workbench v. 7.5,1,,1,3814720,46.76,3901,3610,,soil,,20-Aug-09,United States,United States,,,,,,,,,,,,,,,,,,,,,,,,,Bacteria able to sustain the harsh environment of greater salt plains. Has anti-tumor activity.;missing tRNA genes,sample_type:Soil;collected_by:Ahmed Gad,99.1,98.4,99.4,0.2,,Good,2016-05-23T15:54:23.543Z,2016-05-23T15:54:23.543Z
492670.438,Bacillus velezensis strain UCMB5044,,492670,Complete,UCMB5044,,,,,,,,2019-06-26T00:00:00Z,,PRJNA548267,SAMN12015793,GCA_006489235.1,,CP041144,,University of Pretoria,,Illumina MiSeq; Illumina HiSeq; PacBio,1000.0x,Flye v. 2.4.2; UGENE v. 1.32.0; CLC NGS,1,,1,3983303,46.62932,4062,3646,,surface sterilized stem of cotton plant,isolated from surface sterilized stem of cotton plant (Gossypium sp,9/30/1990,Tajikistan,Tajikistan: Dushanbe,,,,,,,,,,,,,,,,,,,,,,,,,Culture was isolated from surface sterilized stem of cotton plant (Gossypium sp.). Plant growth promoting and plant protective bacterium. Specific isolate for arid regions.,"sample_type:bacterial culture;biomaterial_provider:DK Zabolotny Institute of Microbiology and Virology, Zabolotnogo 154, Kyiv, Ukraine;collected_by:ON Reva;identified_by:ON Reva",99.2,98.2,,,,Good,2019-09-30T10:35:06.866Z,2019-09-30T10:35:06.866Z
